,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,FinishedBsmtAreaSF,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,BsmtHalfBath,TotalBathBasement,FullBath,HalfBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,agebybuilt,agebyremodel,TotalGrBsmtSF,OA1,OA2
570,571,90,RL,74.0,13101,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,Duplx,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108,TA,TA,CBlock,TA,TA,No,LwQ,231,Unf,0,231,1497,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,1728,1959,0,0,0.0,2,0,2.0,2.0,6,2,TA,10.0,10,10,Typ,0,NA,Detchd,1987.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,142600,43,43,3456,3564,4140
571,572,20,RL,60.0,7332,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,WdShing,BrkFace,207,TA,TA,CBlock,TA,TA,No,BLQ,414,Unf,0,414,450,864,GasA,Ex,Y,SBrkr,864,0,0,864,864,1278,1,0,1.0,1,0,1.0,2.0,2,1,Gd,5.0,5,4,Typ,0,NA,Attchd,1959.0,Unf,1,288,TA,TA,Y,168,0,0,0,0,0,0,NA,NA,NA,0,10,2006,WD,Abnorml,120000,47,47,1728,1935,2223
572,573,60,RL,83.0,13159,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,0,846,846,GasA,Gd,Y,SBrkr,846,846,0,1692,1692,1692,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,6,Typ,0,NA,Attchd,2009.0,RFn,2,650,TA,TA,Y,208,114,0,0,0,114,0,NA,NA,NA,0,7,2009,New,Partial,224500,0,0,2538,2538,3188
573,574,80,RL,76.0,9967,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,384,384,GasA,Ex,Y,SBrkr,774,656,0,1430,1430,1430,0,0,0.0,2,1,2.5,2.5,3,1,TA,6.5,7,8,Typ,1,TA,BuiltIn,2000.0,RFn,2,400,TA,TA,Y,100,0,0,0,0,0,0,NA,NA,NA,0,12,2007,WD,Normal,170000,7,7,1814,1814,2214
574,575,80,RL,70.0,10500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Names,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82,TA,TA,CBlock,TA,TA,Av,ALQ,349,Unf,0,349,23,372,GasA,TA,Y,SBrkr,576,533,0,1109,1109,1458,0,1,0.5,1,0,1.0,1.5,3,1,TA,5.5,6,5,Typ,0,NA,BuiltIn,1971.0,Unf,1,288,TA,TA,Y,35,0,0,0,0,0,0,NA,GdWo,NA,0,12,2007,WD,Normal,139000,36,2,1481,1563,1851
575,576,50,RL,80.0,8480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,442,390,832,GasA,TA,Y,SBrkr,832,384,0,1216,1216,1658,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,6,Typ,0,NA,Detchd,1947.0,Unf,1,336,TA,TA,Y,158,0,102,0,0,102,0,NA,NA,NA,0,10,2008,COD,Abnorml,118500,61,58,2048,2048,2384
576,577,50,RL,52.0,6292,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,861,861,GasA,Gd,Y,SBrkr,877,600,0,1477,1477,1477,0,1,0.5,2,0,2.0,2.5,3,1,TA,6.5,7,6,Typ,1,Gd,Detchd,1928.0,Unf,1,216,TA,TA,Y,0,50,0,0,0,50,0,NA,NA,NA,0,8,2009,WD,Normal,145000,81,59,2338,2338,2554
577,578,80,RL,96.0,11777,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97,TA,TA,CBlock,TA,TA,Av,LwQ,328,ALQ,551,879,285,1164,GasA,Ex,Y,SBrkr,1320,0,0,1320,1320,2199,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,6,Typ,2,Fa,Attchd,1966.0,RFn,2,564,TA,TA,Y,160,68,240,0,0,308,0,NA,NA,NA,0,5,2006,WD,Abnorml,164500,40,40,2484,2581,3145
578,579,160,FV,34.0,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,689,689,GasA,Ex,Y,SBrkr,703,689,0,1392,1392,1392,0,0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5,5,Typ,0,NA,Detchd,2007.0,Unf,2,540,TA,TA,Y,0,102,0,0,0,102,0,NA,NA,NA,0,2,2008,WD,Abnorml,146000,1,1,2081,2081,2621
579,580,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,1050,1050,GasA,Ex,N,FuseF,1050,745,0,1795,1795,1795,0,0,0.0,2,0,2.0,2.0,4,1,TA,7.0,7,7,Typ,0,NA,Attchd,1954.0,Unf,1,352,Fa,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,131500,54,54,2845,3180,3532
580,581,20,RL,70.04995836802665,14585,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85,TA,TA,CBlock,TA,TA,No,BLQ,594,Rec,219,813,331,1144,GasA,Ex,Y,SBrkr,1429,0,0,1429,1429,2242,0,1,0.5,1,0,1.0,1.5,3,1,Gd,5.5,6,7,Typ,2,Gd,Attchd,1960.0,Unf,2,572,TA,TA,Y,216,110,0,0,0,110,0,NA,NA,NA,0,6,2007,WD,Normal,181900,47,20,2573,2658,3230
581,582,20,RL,98.0,12704,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,0,2042,2042,GasA,Ex,Y,SBrkr,2042,0,0,2042,2042,2042,0,0,0.0,2,1,2.5,2.5,3,1,Ex,6.5,7,8,Typ,1,Gd,Attchd,2009.0,RFn,3,1390,TA,TA,Y,0,90,0,0,0,90,0,NA,NA,NA,0,8,2009,New,Partial,253293,1,0,4084,4390,5780
582,583,90,RL,81.0,11841,Grvl,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplx,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,TA,Gd,CBlock,Gd,TA,Av,GLQ,816,Unf,0,816,0,816,GasA,TA,Y,SBrkr,816,0,0,816,816,1632,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,5,Typ,0,NA,NA,1990.0,NA,0,0,NA,NA,Y,0,32,0,0,0,32,0,NA,NA,NA,0,5,2007,WD,Normal,118500,17,17,1632,1736,1736
583,584,75,RM,75.0,13500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,0,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,2775,2775,0,0,0.0,3,1,3.5,3.5,3,1,Gd,7.5,8,9,Typ,1,Gd,Detchd,1988.0,Unf,2,880,Gd,TA,Y,105,502,0,0,0,502,0,NA,NA,NA,0,7,2008,WD,Normal,325000,115,8,4012,4012,4892
584,585,50,RM,51.0,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,884,884,GasA,Ex,Y,SBrkr,989,584,0,1573,1573,1573,0,0,0.0,1,0,1.0,1.0,3,1,Gd,5.0,5,6,Typ,0,NA,Detchd,1935.0,Unf,1,240,TA,TA,Y,0,0,54,0,120,174,0,NA,NA,NA,0,7,2009,WD,Normal,133000,74,14,2457,2457,2697
585,586,20,RL,88.0,11443,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460,Unf,0,1460,408,1868,GasA,Ex,Y,SBrkr,2028,0,0,2028,2028,3488,1,0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6,7,Typ,2,Gd,Attchd,2005.0,RFn,3,880,TA,TA,Y,326,66,0,0,0,66,0,NA,NA,NA,0,3,2006,New,Partial,369900,1,0,3896,4104,4984
586,587,30,RL,55.0,10267,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,WdShing,None,0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210,ALQ,606,816,0,816,GasA,Ex,Y,SBrkr,838,0,0,838,838,1654,1,0,1.0,1,0,1.0,2.0,2,1,Fa,5.0,5,5,Typ,0,NA,Detchd,1961.0,Fin,1,275,TA,TA,N,0,0,112,0,0,112,0,NA,MnWw,NA,0,5,2008,WD,Normal,130000,90,8,1654,1654,1929
587,588,85,RL,74.0,8740,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,672,Unf,0,672,168,840,GasA,TA,Y,SBrkr,860,0,0,860,860,1532,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,4,Typ,0,NA,Detchd,1996.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,137000,27,27,1700,1700,2228
588,589,20,RL,65.0,25095,Pave,NA,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Gd,GLQ,1324,Unf,0,1324,113,1437,GasA,Ex,Y,SBrkr,1473,0,0,1473,1473,2797,2,0,2.0,1,0,1.0,3.0,1,1,Ex,5.0,5,5,Typ,2,Gd,Attchd,1968.0,Unf,1,452,TA,TA,Y,0,48,0,0,60,108,0,NA,NA,NA,0,6,2009,WD,Partial,143000,41,6,2910,2910,3362
589,590,40,RM,50.0,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,742,742,GasA,TA,Y,FuseA,779,0,156,935,623,935,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,4,Typ,0,NA,Detchd,1988.0,Unf,1,308,TA,TA,P,0,0,0,0,0,0,0,NA,NA,Shed,600,8,2008,WD,Normal,79500,78,48,1677,1677,1985
590,591,60,RL,64.0,8320,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,490,Unf,0,490,280,770,GasA,Ex,Y,SBrkr,770,812,0,1582,1582,2072,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,6,Typ,0,NA,Attchd,2004.0,RFn,2,520,TA,TA,Y,0,45,0,0,0,45,0,NA,NA,NA,0,9,2008,WD,Normal,185900,4,4,2352,2352,2872
591,592,60,RL,97.0,13478,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CemntBd,Stone,420,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338,Unf,0,1338,384,1722,GasA,Ex,Y,SBrkr,1728,568,0,2296,2296,3634,1,0,1.0,2,1,2.5,3.5,3,1,Ex,7.5,8,10,Typ,1,Gd,BuiltIn,2008.0,RFn,3,842,TA,TA,Y,382,274,0,0,0,274,0,NA,NA,NA,0,6,2009,ConLI,Normal,451950,1,1,4018,4438,5280
592,593,20,RL,60.0,6600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,PConc,TA,Gd,No,GLQ,816,Unf,0,816,0,816,GasA,Ex,Y,SBrkr,816,0,0,816,816,1632,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,4,Typ,0,NA,Detchd,1985.0,Fin,2,816,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,138000,26,5,1632,1632,2448
593,594,120,RM,70.04995836802665,4435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,0,685,163,848,GasA,Ex,Y,SBrkr,848,0,0,848,848,1533,1,0,1.0,1,0,1.0,2.0,1,1,Gd,4.0,4,4,Typ,0,NA,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,140000,6,6,1696,1866,2286
594,595,20,RL,88.0,7990,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,0,924,924,GasA,TA,Y,SBrkr,924,0,0,924,924,924,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,5,Typ,0,NA,Detchd,1981.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,NA,MnPrv,NA,0,4,2008,WD,Normal,110000,33,33,1848,1848,2128
595,596,20,RL,69.0,11302,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422,Unf,0,1422,392,1814,GasA,Ex,Y,SBrkr,1826,0,0,1826,1826,3248,1,0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7,7,Typ,1,TA,Attchd,2005.0,Fin,3,758,TA,TA,Y,180,75,0,0,120,195,0,NA,NA,NA,0,8,2006,New,Partial,319000,1,0,3640,3878,4636
596,597,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,684,684,GasA,Ex,N,FuseA,684,684,0,1368,1368,1368,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,7,Typ,0,NA,Detchd,1930.0,Unf,1,216,TA,Fa,N,0,158,0,0,0,158,0,NA,NA,NA,0,10,2006,WD,Normal,114504,96,13,2052,2052,2268
597,598,120,RL,53.0,3922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,0,1258,1258,GasA,Ex,Y,SBrkr,1402,0,0,1402,1402,1402,0,2,1.0,0,2,1.0,2.0,2,1,Gd,5.0,7,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,120,16,0,0,0,16,0,NA,NA,NA,0,2,2007,New,Partial,194201,1,0,2660,2732,3380
598,599,20,RL,80.0,12984,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283,LwQ,147,1430,0,1430,GasA,Ex,Y,SBrkr,1647,0,0,1647,1647,3077,1,0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7,7,Typ,1,TA,Attchd,1977.0,Fin,2,621,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,217500,29,29,3077,3536,4157
599,600,160,RM,24.0,1950,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsI,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Gd,TA,No,LwQ,81,GLQ,612,693,23,716,GasA,TA,Y,SBrkr,716,840,0,1556,1556,2249,1,0,1.0,2,1,2.5,3.5,3,1,TA,7.5,8,6,Typ,1,TA,Attchd,1980.0,Fin,2,452,TA,TA,Y,161,0,0,0,0,0,0,NA,GdPrv,NA,0,7,2008,COD,Normal,151000,28,28,2272,2272,2724
600,601,60,RL,74.0,10927,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280,Gd,TA,PConc,Gd,TA,Av,GLQ,546,Unf,0,546,512,1058,GasA,Ex,Y,SBrkr,1058,846,0,1904,1904,2450,1,0,1.0,2,1,2.5,3.5,3,1,Ex,7.5,8,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,736,TA,TA,Y,179,60,0,0,0,60,0,NA,NA,NA,0,6,2006,WD,Normal,275000,1,1,2962,3242,3978
601,602,50,RM,50.0,9000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,0,780,780,GasA,TA,Y,SBrkr,780,595,0,1375,1375,1375,0,0,0.0,1,1,1.5,1.5,3,1,Gd,5.5,6,6,Typ,1,Gd,Detchd,1979.0,Unf,1,544,TA,TA,P,0,162,0,0,126,288,0,NA,NA,NA,0,12,2007,WD,Normal,141000,70,57,2155,2155,2699
602,603,60,RL,80.0,10041,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,Unf,0,789,119,908,GasA,Ex,Y,SBrkr,927,988,0,1915,1915,2704,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,8,Typ,1,TA,Attchd,1992.0,Fin,2,506,TA,TA,Y,120,150,0,0,0,150,0,NA,NA,NA,0,2,2006,WD,Abnorml,220000,14,14,2823,2823,3329
603,604,160,FV,30.0,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,600,600,GasA,Ex,Y,SBrkr,600,600,0,1200,1200,1200,0,0,0.0,2,1,2.5,2.5,2,1,Gd,5.5,6,4,Typ,0,NA,Detchd,2004.0,RFn,2,480,TA,TA,Y,0,172,0,0,0,172,0,NA,NA,NA,0,6,2010,WD,Normal,151000,6,5,1800,1800,2280
604,605,20,RL,88.0,12803,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99,Gd,TA,PConc,Gd,TA,Mn,GLQ,922,Unf,0,922,572,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1494,2416,1,0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7,6,Typ,1,TA,Attchd,2002.0,RFn,2,530,TA,TA,Y,192,36,0,0,0,36,0,NA,NA,NA,0,9,2008,WD,Normal,221000,6,6,2988,3087,3617
605,606,60,RL,85.0,13600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,TA,TA,CBlock,TA,TA,No,BLQ,454,Unf,0,454,314,768,GasA,TA,Y,SBrkr,1186,800,0,1986,1986,2440,0,0,0.0,2,1,2.5,2.5,3,1,TA,6.5,7,7,Typ,3,Fa,Attchd,1965.0,Unf,2,486,TA,TA,Y,0,42,0,0,189,231,0,NA,NA,NA,0,10,2009,WD,Normal,205000,44,19,2754,2930,3416
606,607,20,RL,82.0,12464,Pave,NA,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,No,GLQ,732,Unf,0,732,308,1040,GasA,Gd,Y,SBrkr,1040,0,0,1040,1040,1772,1,0,1.0,1,0,1.0,2.0,3,1,Gd,6.0,6,6,Typ,0,NA,Detchd,2000.0,Unf,2,576,TA,TA,Y,168,0,0,0,0,0,0,NA,GdPrv,NA,0,11,2009,WD,Normal,152000,13,13,2080,2080,2656
607,608,20,RL,78.0,7800,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,GLQ,603,Unf,0,603,293,896,GasA,Ex,Y,SBrkr,1112,896,0,2008,2008,2611,1,0,1.0,3,0,3.0,4.0,3,1,Ex,8.0,8,8,Typ,0,NA,Attchd,1948.0,Unf,1,230,TA,TA,Y,103,0,0,0,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,225000,58,4,2904,2904,3134
608,609,70,RL,78.0,12168,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,PConc,Gd,TA,Mn,BLQ,428,Unf,0,428,537,965,GasA,TA,Y,SBrkr,1940,1254,0,3194,3194,3622,0,0,0.0,2,1,2.5,2.5,4,1,TA,7.5,8,10,Typ,2,Gd,Basment,1934.0,Unf,2,380,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,9,2007,WD,Alloca,359100,73,9,4159,4159,4539
609,610,20,RL,61.0,7943,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192,TA,Fa,CBlock,TA,TA,Mn,Rec,903,Unf,0,903,126,1029,GasA,Gd,Y,SBrkr,1029,0,0,1029,1029,1932,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,5,Typ,0,NA,Attchd,1961.0,Unf,1,261,TA,TA,Y,64,0,39,0,0,39,0,NA,NA,NA,0,4,2007,WD,Normal,118500,46,46,2058,2250,2511
610,611,60,RL,70.04995836802665,11050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204,Gd,TA,PConc,Ex,TA,Mn,GLQ,904,Unf,0,904,536,1440,GasA,Ex,Y,SBrkr,1476,677,0,2153,2153,3057,1,0,1.0,2,1,2.5,3.5,3,1,Ex,7.5,8,8,Typ,2,Ex,Attchd,2000.0,Fin,3,736,TA,TA,Y,253,142,0,0,0,142,0,NA,NA,NA,0,5,2009,WD,Normal,313000,9,9,3593,3797,4533
611,612,80,RL,70.04995836802665,10395,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233,TA,TA,CBlock,Gd,TA,Av,ALQ,605,Unf,0,605,427,1032,GasA,TA,Y,SBrkr,1032,0,0,1032,1032,1637,0,1,0.5,2,0,2.0,2.5,3,1,TA,6.5,7,6,Typ,1,TA,Attchd,1978.0,Unf,2,564,TA,TA,Y,0,0,0,0,0,0,0,NA,MnPrv,Shed,500,7,2007,WD,Normal,148000,29,29,2064,2297,2861
612,613,60,RL,70.04995836802665,11885,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,Gd,TA,PConc,Gd,TA,Av,GLQ,990,Unf,0,990,309,1299,GasA,Ex,Y,SBrkr,1299,573,0,1872,1872,2862,1,0,1.0,2,1,2.5,3.5,3,1,Ex,7.5,8,7,Typ,1,TA,BuiltIn,2001.0,RFn,2,531,TA,TA,Y,160,122,0,0,0,122,0,NA,NA,NA,0,11,2009,WD,Normal,261500,8,8,3171,3279,3810
